ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1852,ÜMRANİYE,Ümraniye 16 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Cumhuriyet Cad. No:17 YUKARI DUDULLU/ÜMRANİYE,0216 508 28 93,,Yok,0,,YUKARI DUDULLU,41.014308165000045,29.150854467000045
1327,FATİH,Özel Fatih Hastanesi,Özel Hastane,Kıztaşı Cad. No:2 İSKENDERPAŞA/FATİH,0212 621 71 90,www.fatihhastaneleri.com,Var,27,Var,İSKENDERPAŞA,41.015462582000055,28.950509903000068
1835,PENDİK,Özel Pendik Şifa Ağız Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Gülşen Sk. No:3 BAHÇELİEVLER/PENDİK,0216 483 16 42,www.pendiksifadis.com,,,,BAHÇELİEVLER,40.88255660000004,29.236344750000058
1835,PENDİK,Pendik Devlet Hastanesi Pendik Toplum Ruh Sağlığı Merkezi,Poliklinik,Estergon Sk. No:14 SAPAN BAĞLARI/PENDİK,0216 473 72 84,www.pendikdevlethastanesi.gov.tr,Yok,,,SAPAN BAĞLARI,40.88769272600007,29.219525213000054
1604,SARIYER,Sarıyer 6 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,117. Sk. No:7 AYAZAĞA/SARIYER,0212 289 31 65,,Yok,0,,AYAZAĞA,41.11686568500005,28.998464692000027
1421,KADIKÖY,Özel Dentamed Ağız ve Diş Sağlığı Polikliniği Suadiye ,Özel Ağız Diş Sağlığı Merkezleri,Bağdat Cad. No:449 SUADİYE/KADIKÖY,0216 386 29 70,www.dentamed.com.tr,,,,SUADİYE,40.95942691100004,29.083366471000033
2005,BAHÇELİEVLER,Diş Hekimi Sevil Al,Muayenehane,Şükufe Nihal Sk. No:5 BAHÇELİEVLER/BAHÇELİEVLER,0212 441 37 63,,,,,BAHÇELİEVLER,41.000245489000065,28.862138092000066
1336,GAZİOSMANPAŞA,Özel İstanbul Şafak Hastanesi,Özel Hastane,255. Sk. No:124A HÜRRİYET/GAZİOSMANPAŞA,0212 614 56 56,www.istanbulsafak.com,Var,50,Var,HÜRRİYET,41.06563883700005,28.89995841600006
1186,BEYOĞLU,Tophane Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hisaryanı Sk. HACIMİMİ/BEYOĞLU,0212 292 51 94,,Yok,0,,HACIMİMİ,41.026903908000065,28.979094776000068
2003,AVCILAR,Avcılar Merkez Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Reşit Paşa Cad. No:39/1 MERKEZ/AVCILAR,0212 591 50 50,,Yok,0,,MERKEZ,40.979115128000046,28.724254298000062
2005,BAHÇELİEVLER,Özel Mos Dental Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,İzzettin Çalışlar Cad. No:6 BAHÇELİEVLER/BAHÇELİEVLER,0212 502 24 24,www.mosdental.com,,,,BAHÇELİEVLER,41.004543471000034,28.871042893000038
1327,FATİH,Özel Bilim Ortez Protez Yapım ve Uygulama Merkezi,Protez-Ortez Yapım ve Uygulama Merkezi Özel,Velet Çelebi Sk. No:10 ŞEHREMİNİ/FATİH,0212 588 95 05,,,,,ŞEHREMİNİ,41.01175710900003,28.938092204000043
1327,FATİH,Özel Şehremini Protez Ortez Yapım ve Uygulama Merkezi,Protez-Ortez Yapım ve Uygulama Merkezi Özel,Börekçi Veli Sk. No:18 ŞEHREMİNİ/FATİH,0212 632 49 78,www.sehreminiortopedi.com,,,,ŞEHREMİNİ,41.015357798000025,28.931835953000075
1336,GAZİOSMANPAŞA,Lütfiye Nuri Burat Devlet Hastanesi Barbaros Hayrettin Paşa Semt Polikliniği,Poliklinik,1082. Sk. No:10-12A BARBAROS HAYRETTİN PAŞA/GAZİOSMANPAŞA,0212 609 08 34,www.lutfiyenuriburatdh.gov.tr,Yok,0,,BARBAROS HAYRETTİN PAŞA,41.075107496000044,28.887271681000072
1166,BAKIRKÖY,Özel Dent-A-Dent Ağız ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Tamburacı Osman Sk. No:8 ZUHURATBABA/BAKIRKÖY,0212 660 44 00,www.dentadent.com.tr,,,,ZUHURATBABA,40.983380374000035,28.86860616000007
2016,ESENLER,Özel Hayat Hastanesi,Özel Hastane,Atışalanı Cad. No:25 FEVZİ ÇAKMAK/ESENLER,0212 568 50 00,www.esenlerhayat.com,Var,,Var,FEVZİ ÇAKMAK,41.039429391000056,28.882115286000044
2050,BAŞAKŞEHİR,Özel Missdent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Ertuğrul Gazi Cad. No:21/1 BAŞAK/BAŞAKŞEHİR,0212 488 55 50,www.missdent.com,,,,BAŞAK,41.09718437600003,28.80560044500004
2050,BAŞAKŞEHİR,Elips Optik,Optik,Yunus Emre Cad. No:18 BAŞAK/BAŞAKŞEHİR,0212 488 61 56,,,,,BAŞAK,41.119745557000044,28.807580809000058
2050,BAŞAKŞEHİR,Özel Kayadent Ağız ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Ulubatlı Hasan Cad. No:2U KAYABAŞI/BAŞAKŞEHİR,0212 887 88 80,,,,,KAYABAŞI,41.09819343600003,28.768217552000067
1185,BEYKOZ,Beykoz Devlet Hastanesi,Devlet Hastanesi,Keskin Müneccim Sk. No: İNCİRKÖY/BEYKOZ,0216 322 22 10,www.pasabahcedh.gov.tr,Var,265,Var,İNCİRKÖY,41.117421612000044,29.098597389000076
1185,BEYKOZ,Çiğdem Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Emanet Sk. No:2 ÇİĞDEM/BEYKOZ,0216 537 70 01,,Yok,0,,ÇİĞDEM,41.11029586800004,29.09977009000005
1185,BEYKOZ,Özel FSM Tıp Merkezi,Tıp Merkezi Özel,Misafir Sk. No:2 KAVACIK/BEYKOZ,0216 425 26 26,www.fsmtip.com,Var,,Yok,KAVACIK,41.09394528400003,29.09145481400003
1185,BEYKOZ,Amazon Veteriner Kliniği,Veteriner,Körfez Cad. No:16 ANADOLU HİSARI/BEYKOZ,0216 332 24 33,,,0,Yok,ANADOLU HİSARI,41.08377261600003,29.067517229000032
1449,KARTAL,Kartal 1 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Sarmaşık Sk. No:3 GÜMÜŞPINAR/KARTAL,0216 377 23 77,,Yok,0,,GÜMÜŞPINAR,40.918818728000076,29.204696385000034
1185,BEYKOZ,Örnekköy Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,23 Nİsan Cad. No:11/1 ÖRNEKKÖY/BEYKOZ,0216 440 06 55,,Yok,0,,ÖRNEKKÖY,41.14480157600008,29.14655399700007
1449,KARTAL,Özel Veni Vidi Göz Sağlığı Merkezi Atalar,Göz Merkezi Özel,Besimpaşa Sk. No:1 PETROL İŞ/KARTAL,0216 473 77 70,www.venividigoz.com.tr,,0,,PETROL İŞ,40.89693962400003,29.172670785000037
1782,BÜYÜKÇEKMECE,Güzelce H. Ö. Çolak Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,PTT Cad. No:35 GÜZELCE/BÜYÜKÇEKMECE,0212 868 02 30,,Yok,0,,GÜZELCE,41.00451907200005,28.51080105500006
2052,ÇEKMEKÖY,Özel İmplantdent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Şahinbey Cad. No:33 MEHMET AKİF/ÇEKMEKÖY,0216 640 09 29,www.implantdent.com.tr,,,,MEHMET AKİF,41.01798834600004,29.191811436000023
2052,ÇEKMEKÖY,Hamidiye Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şener Sk. No:9 HAMİDİYE/ÇEKMEKÖY,0216 642 24 51,,Yok,0,,HAMİDİYE,41.025992390000056,29.18603057000007
1185,BEYKOZ,Beykoz Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,Dost Sk. No: ÇUBUKLU/BEYKOZ,0216 425 05 24,www.beykozadsm.gov.tr,Yok,30,,ÇUBUKLU,41.097199216000035,29.09152186800003
1327,FATİH,Çimen Medikal,Medikal,Molla Gürani Cad. No:5 MOLLA GÜRANİ/FATİH,0212 621 80 29 - 0212 621 78 42 - 0212 621 81 56,,,,,MOLLA GÜRANİ,41.014314187000025,28.942870809000055
1449,KARTAL,Kartal Dr. Lütfi Kırdar Eğitim ve Araştırma Hastanesi Onkoloji Tıp Merkezi,Tıp Merkezi,Denizer Cad. No:30/7 CEVİZLİ/KARTAL,0216 458 30 00,www.sbkeah.gov.tr,Var,,Var,CEVİZLİ,40.917023560000075,29.17365612100008
1449,KARTAL,Özel Dentist Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Zühre Sk. No:99 GÜMÜŞPINAR/KARTAL,0216 451 21 04,www.dentist.com.tr,,,,GÜMÜŞPINAR,40.91533378200006,29.20220404500003
1663,ŞİŞLİ,Mahmut Şevketpaşa Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Mithat Paşa Cad. No:20 MAHMUT ŞEVKET PAŞA/ŞİŞLİ,0212 297 49 46,,Yok,0,,MAHMUT ŞEVKET PAŞA,41.05193462700004,28.964745537000056
1810,KAĞITHANE,Zübeyde Güleser Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Serinkonut Sk. No:8 MEHMET AKİF ERSOY/KAĞITHANE,0212 220 73 11,,Yok,0,,MEHMET AKİF ERSOY,41.055543027000056,28.957478260000073
1183,BEŞİKTAŞ,Özel Ağzınıza Sağlık Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Yenisülün Sk. No:30 LEVENT/BEŞİKTAŞ,0212 325 94 05,,,,,LEVENT,41.082920053000066,29.01763468100006
1835,PENDİK,Özel Derman Sağlık Kabini,Sağlık Kabini Özel,Kirazlı Mescit Sk. No:14 FEVZİ ÇAKMAK/PENDİK,0532 293 13 42,,,,,FEVZİ ÇAKMAK,40.87880635800008,29.270798841000044
2049,ATAŞEHİR,Asimo Veteriner Kliniği,Veteriner,Kurudere Sk. No:41-43A KÜÇÜKBAKKALKÖY/ATAŞEHİR,0216 573 20 73,www.asimovet.com,,0,Yok,KÜÇÜKBAKKALKÖY,40.983103991000064,29.12278823400004
2015,TUZLA,Tepeören Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Deyyan Sk. No:6 TEPEÖREN/TUZLA,0216 304 05 41,,Yok,0,,TEPEÖREN,40.90839435400005,29.392123422000054
1449,KARTAL,Kartal Dr. Lütfi Kırdar Eğitim ve Araştırma Hastanesi Nefroloji Kliniği,Klinikler,Denizer Cad. No:30/10 CEVİZLİ/KARTAL,0216 458 30 00,www.sbkeah.gov.tr,,0,Var,CEVİZLİ,40.917149695000035,29.172958978000054
2005,BAHÇELİEVLER,Diş Hekimi Yasemin Akdemir,Muayenehane,Adnan Kahveci Bulvarı No:112 SİYAVUŞPAŞA/BAHÇELİEVLER,0212 441 91 99,,,,,SİYAVUŞPAŞA,40.99826773700005,28.857149520000064
2003,AVCILAR,Yeşilkent Müzeyyen Erkul Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Fatih1 Cad. No:4 YEŞİLKENT/AVCILAR,0212 699 06 97,,Yok,0,,YEŞİLKENT,41.03348710200004,28.70676045500005
1835,PENDİK,Diş Hekimi Ayla Uygun - Murat Koçak,Muayenehane,Fevzi Çakmak Cad. No:24A FEVZİ ÇAKMAK/PENDİK,0216 396 36 73,,,,,FEVZİ ÇAKMAK,40.877512667000076,29.264420315000052
2049,ATAŞEHİR,Diş Hekimi Can Yemenicioğlu,Muayenehane,Adnan Menderes Cad. No:54A ESATPAŞA/ATAŞEHİR,0216 324 21 33,,,,,ESATPAŞA,41.00387673700004,29.08201909400003
2005,BAHÇELİEVLER,Çocuk Sağlığı ve Hastalıkları Uzmanı Dr. Mehmet Akif Sağlam,Muayenehane,Preveze Sk. No:4 BAHÇELİEVLER/BAHÇELİEVLER,0212 553 04 41,,,,,BAHÇELİEVLER,41.006024559000025,28.871333376000052
2005,BAHÇELİEVLER,Özel Büyük Anadolu Tıp Merkezi,Tıp Merkezi Özel,Şehit Yarbay Cesur Cad. No:6 ŞİRİNEVLER/BAHÇELİEVLER,0212 442 72 62,www.buyukanadolutipmerkezi.com,Var,,Yok,ŞİRİNEVLER,40.99772214400008,28.84825863800006
2016,ESENLER,Hekimbaşı Yusuf Sinan Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Aksaray Cad. No:2 FATİH/ESENLER,0212 645 45 82,,Yok,0,,FATİH,41.039296000000036,28.86984700000005
2005,BAHÇELİEVLER,Özel Vera Diş Protez Laboratuvarı,Özel Ağız Diş Sağlığı Merkezleri,İzzettin Çalışlar Cad. No:8 BAHÇELİEVLER/BAHÇELİEVLER,0212 553 53 46,www.veradent.net,,,,BAHÇELİEVLER,41.004345640000054,28.871033690000047
1183,BEŞİKTAŞ,Özel Derma Live Polikliniği,Poliklinik Özel,Aytar Cad. No:25 NİSBETİYE/BEŞİKTAŞ,0212 268 72 32,www.dermalive.com.tr,Yok,0,,NİSBETİYE,41.075431380000055,29.018872543000043
1663,ŞİŞLİ,Asude Huzurevi ve Yaşlı Bakım Merkezi,Bakım Evi,Oya Sk. No:11 GÜLBAHAR/ŞİŞLİ,0212 356 08 00 - 0212 356 08 03,www.asudehuzurevi.com,,64,Yok,GÜLBAHAR,41.06825297300003,29.002909250000073
2053,ESENYURT,Derviş Solak Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,2202. Sk. No:2 ATATÜRK/ESENYURT,0212 886 54 66,,Yok,0,,ATATÜRK,41.037617573000034,28.633355837000067
1421,KADIKÖY,Özel Kadıköy Merkez Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Söğütlüçeşme Cad. No:176 OSMANAĞA/KADIKÖY,0216 550 80 60,www.merkezpoliklinik.com,,,,OSMANAĞA,40.991700742000035,29.032911773000023
1421,KADIKÖY,Kadıköy Verem Savaş Dispanseri,Verem Savaş Dispanseri,Kızılay Sk. No:7 RASİMPAŞA/KADIKÖY,0216 336 02 29,www.istveremsavder.org,,0,Yok,RASİMPAŞA,40.99289008400007,29.033409516000063
2004,BAĞCILAR,Diş Hekimi Emin Eraslan,Muayenehane,Cumhuriyet Cad. No:6 GÜNEŞLİ/BAĞCILAR,0212 550 17 25,,,,,GÜNEŞLİ,41.031309486000055,28.833131408000042
2051,BEYLİKDÜZÜ,Türk Kızılayı Beylikdüzü Şubesi,Kızılay,Galip Esmer Cad. No:32 GÜRPINAR/BEYLİKDÜZÜ,0212 880 03 61,www.kizilay.org.tr,,,Yok,GÜRPINAR,40.989152767000064,28.603091017000054
2051,BEYLİKDÜZÜ,Atasun Optik,Optik,Sakarya Cad. No:1 BARIŞ/BEYLİKDÜZÜ,0212 854 28 05,,,,,BARIŞ,41.00746251100003,28.65749967200003
1604,SARIYER,Damla Optik,Optik,Mübaşir Sk. No:10 YENİKÖY/SARIYER,0212 262 21 21,,,,,YENİKÖY,41.11840673200004,29.06522355900006
2051,BEYLİKDÜZÜ,Özel Weisse Zahne Ağız Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Esentepe Cad. No:6 ADNAN KAHVECİ/BEYLİKDÜZÜ,0212 855 77 65,www.weissezahne.com,,,,ADNAN KAHVECİ,40.99948127300007,28.627414745000067
1622,SİLİVRİ,Silivri 50.Yıl Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,İnönü Cad. No:34 PİRİ MEHMET PAŞA/SİLİVRİ,0212 727 45 75,,Yok,0,,PİRİ MEHMET PAŞA,41.07747458000006,28.23908745800003
1604,SARIYER,Özel Sahva Vakfı Reşitpaşa Diyaliz Merkezi,Diyaliz Merkezi Özel,Tuncay Artun Cad. No:4 REŞİTPAŞA/SARIYER,0212 277 03 14,www.sahvadiyaliz.com,,,Var,REŞİTPAŞA,41.10475347200003,29.04649757800007
2051,BEYLİKDÜZÜ,İlikan Optik,Optik,Atatürk Bulvarı No:3 B CUMHURİYET/BEYLİKDÜZÜ,0212 872 67 77,,,,,CUMHURİYET,41.01173707700008,28.64297656800005
1604,SARIYER,Diş Hekimi Gonca Gökdemir,Muayenehane,6. Sk. No:11 RUMELİ HİSARI/SARIYER,0212 265 22 82,,,,,RUMELİ HİSARI,41.086080106000054,29.04688538100004
2051,BEYLİKDÜZÜ,Özel Fizyomed Polikliniği,Poliklinik Özel,Çiftlik Cad. No:46 BARIŞ/BEYLİKDÜZÜ,0212 873 10 51 - 0212 872 16 04,www.fizyomed.net,Yok,0,,BARIŞ,40.996660862000056,28.645857472000046
2051,BEYLİKDÜZÜ,Diş Hekimi Melike Kasap,Muayenehane,Çiftlik Cad. No:12 BARIŞ/BEYLİKDÜZÜ,0212 873 99 93,,,,,BARIŞ,40.997875488000034,28.64446051500005
2012,MALTEPE,Maltepe 1 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Galipbey Cad. No:121 ALTINTEPE/MALTEPE,0216 549 18 32,,Yok,0,,ALTINTEPE,40.95687604300008,29.110941162000074
1166,BAKIRKÖY,Özel Mydentist Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,İncirli Cad. No:115 ZUHURATBABA/BAKIRKÖY,0212 572 99 97,,,,,ZUHURATBABA,40.995829754000056,28.86973161800006
1886,BAYRAMPAŞA,Bayrampaşa Merkez Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Bir Sk. No:4 YILDIRIM/BAYRAMPAŞA,0212 616 57 70,,Yok,0,,YILDIRIM,41.06133229400007,28.90188556800007
1886,BAYRAMPAŞA,Özel Sevgi Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Eski Edirne Asfaltı No:95 YILDIRIM/BAYRAMPAŞA,0212 418 74 68,www.sevgifiziktedavi.com,Yok,0,Yok,YILDIRIM,41.061621692000074,28.901968149000027
2052,ÇEKMEKÖY,Dr. Safiye Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Deniz Sk. No:11E ÇAMLIK/ÇEKMEKÖY,0216 642 64 99,,Yok,0,,ÇAMLIK,41.01864212800007,29.19261777400004
1185,BEYKOZ,Engin Koyuncu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Muttalip Yavuz Cad. No:68 CUMHURİYET/BEYKOZ,0216 434 53 69,,Yok,0,,CUMHURİYET,41.129534351000075,29.260617454000055
1449,KARTAL,Kartal Dr. Lütfi Kırdar Eğitim ve Araştırma Hastanesi Semiha Şakir Kadın Doğum ve Çocuk Poliklinikleri,Poliklinik,Cevizli D-100 Güney Yanyol No:49 CEVİZLİ/KARTAL,0216 458 30 00,www.sbkeah.gov.tr,Var,,,CEVİZLİ,40.91723228700005,29.17468083600005
1449,KARTAL,Uğurmumcu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Safahat Cad. No:1 UĞUR MUMCU/KARTAL,0216 475 84 66,,Yok,0,,UĞUR MUMCU,40.92955043300003,29.214527408000038
1421,KADIKÖY,Dumlupınar Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Mektep Sk. No:9 DUMLUPINAR/KADIKÖY,0216 567 83 82,,Yok,0,,DUMLUPINAR,40.989302803000044,29.05850808200006
1449,KARTAL,Doğa Veteriner Kliniği,Veteriner,Samandıra Cad. No:32 YAKACIK YENİ/KARTAL,0216 309 80 15,,,0,Yok,YAKACIK YENİ,40.922271591000026,29.22335514400004
1185,BEYKOZ,Dost Veteriner Kliniği,Veteriner,Atatürk Cad. GÖZTEPE/BEYKOZ,0216 465 63 44,,,0,Yok,GÖZTEPE,41.08250854400006,29.082213868000053
1421,KADIKÖY,Diş Hekimi İlker Erdoğan,Muayenehane,Rüştiye Sk. No:60B ZÜHTÜPAŞA/KADIKÖY,444 10 24 - 0216 550 52 52,www.ilkererdogan.com,,,,ZÜHTÜPAŞA,40.98140776400004,29.038344365000057
1421,KADIKÖY,Sistem Ortopedi,Medikal,Çeltikçi Sk. No:5 RASİMPAŞA/KADIKÖY,0216 418 93 90,,,,,RASİMPAŞA,40.996240999000065,29.02553400000005
1336,GAZİOSMANPAŞA,Gaziosmanpaşa Belediyesi Aile Danışma Merkezi,Rehabilitasyon ve Aile Danışma Merkezi,3. Selvi Sk. No:18 MERKEZ/GAZİOSMANPAŞA,0212 581 87 87,,,,,MERKEZ,41.06009032600008,28.908291745000042
1183,BEŞİKTAŞ,Beşiktaş Sait Çiftçi Devlet Hastanesi,Devlet Hastanesi,Barbaros Bulvarı No:2/1 DİKİLİTAŞ/BEŞİKTAŞ,0212 381 67 00,www.bscdh.gov.tr,Yok,50,Yok,DİKİLİTAŞ,41.05208114800007,29.008427531000052
1708,ÜSKÜDAR,Özel Dünya Göz Hastanesi Altunizade,Göz Merkezi Özel,Shıbuya Sk. No:7 ALTUNİZADE/ÜSKÜDAR,0216 554 46 46,www.dunyagoz.com.tr,,8,,ALTUNİZADE,41.02162850900004,29.03854009400004
1810,KAĞITHANE,Özel Gözde Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Dernek Cad. No:24 TELSİZLER/KAĞITHANE,0212 269 16 92,,Yok,,,TELSİZLER,41.080115704000036,28.996150240000077
2053,ESENYURT,Güzelyurt 2 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hürriyet Cad. No:8 MEVLANA/ESENYURT,0212 853 64 00,,Yok,0,,MEVLANA,41.01596236900008,28.65304659800006
1421,KADIKÖY,Akay Optik,Optik,Vukela Cad. No:22 BOSTANCI/KADIKÖY,0216 380 65 48,,,,,BOSTANCI,40.95574659700003,29.094585506000044
1421,KADIKÖY,Özel Erenköy Fizik Tedavi Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Fahrettin Kerim Gökay Cad. No:264 GÖZTEPE/KADIKÖY,0216 411 80 39 - 40,www.erenkoyfiziktedavi.com,Yok,0,Yok,GÖZTEPE,40.98031206100006,29.073569303000056
1708,ÜSKÜDAR,Asude Huzurevi,Huzurevi,Beylerbeyi Küplüce Yolu No:52/1 BEYLERBEYİ/ÜSKÜDAR,0216 321 00 69 - 0216 321 00 89,,,,Yok,BEYLERBEYİ,41.04222898300003,29.047924528000067
1336,GAZİOSMANPAŞA,Gaziosmanpaşa Nevbahar Doyuran Diş Tedavi Protez Merkezi,Ağız ve Diş Sağlığı Merkezi,813/1. Sk. No:9A KAZIM KARABEKİR/GAZİOSMANPAŞA,0212 538 84 12,www.istanbulhalksagligi.gov.tr,Yok,0,,KAZIM KARABEKİR,41.07964600400004,28.907958966000024
1183,BEŞİKTAŞ,Özel Florence Nightingale Hastanesi Gayrettepe,Özel Hastane,Çimen Sk. No:6-8 GAYRETTEPE/BEŞİKTAŞ,0212 288 34 00,www.florence.com.tr,Var,102,Var,GAYRETTEPE,41.06333952400007,29.003815995000025
1183,BEŞİKTAŞ,Özel Dentram Levent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Çilekli Cad. No:4 LEVENT/BEŞİKTAŞ,0212 280 88 00,www.dentram.com,,,,LEVENT,41.08525911300006,29.01468298700007
1183,BEŞİKTAŞ,Özel Jinepol Kadın Sağlığı Merkezi Üyte Merkezi,Üremeye Yardımcı Tedavi Merkezi,Başlık Sk. No:1 NİSBETİYE/BEŞİKTAŞ,0212 264 18 28,www.jinepol-tupbebek.com,,3,,NİSBETİYE,41.07455213500003,29.01974905800006
1183,BEŞİKTAŞ,Özel Biruni Laboratuvarı Ulus,Laboratuvar Özel,Uydu Sk. No:4 KÜLTÜR/BEŞİKTAŞ,0212 287 43 00,www.biruni.com.tr,,,,KÜLTÜR,41.07318051200008,29.02923398400003
2053,ESENYURT,Esenyurt 11 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şumnu Sk. No:7B OSMANGAZİ/ESENYURT,0212 689 83 33,,Yok,0,,OSMANGAZİ,41.041870430000074,28.64698394100003
1622,SİLİVRİ,Özel Sağlık Kabini,Sağlık Kabini Özel,Halaskargazi Cad. No:33D SELİMPAŞA/SİLİVRİ,0212 731 48 49,,,,,SELİMPAŞA,41.05550329500005,28.36793924500006
1604,SARIYER,Darüşşafaka Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Gazeteciler Sk. No:10 DARÜŞŞAFAKA/SARIYER,0212 276 34 35,,Yok,0,,DARÜŞŞAFAKA,41.12459718900004,29.035040412000058
2005,BAHÇELİEVLER,Akca Optik Lens,Optik,Kemal Sunal Cad. No:2 SOĞANLI/BAHÇELİEVLER,0212 677 75 79,,,,,SOĞANLI,41.006446037000046,28.847246338000048
2003,AVCILAR,Gümüşpala Afet Genç Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Handan Sk. No:13 GÜMÜŞPALA/AVCILAR,0212 509 62 87,,Yok,0,,GÜMÜŞPALA,40.97848204600007,28.742439716000035
2004,BAĞCILAR,Kazım Karabekir Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,333. Sk. No:39 KAZIM KARABEKİR/BAĞCILAR,0212 657 82 25,,Yok,0,,KAZIM KARABEKİR,41.03074251800007,28.846258173000024
2005,BAHÇELİEVLER,Diş Hekimi Figen Şengül Aydemir,Muayenehane,Adnan Kahveci Bulvarı No:95 BAHÇELİEVLER/BAHÇELİEVLER,0212 441 76 41,,,,,BAHÇELİEVLER,41.001423610000074,28.863089606000074
1835,PENDİK,Özel Beray Diş Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Burhan Toprak Cad. No:17 BATI/PENDİK,0216 375 66 00,www.beraydis.com,,,,BATI,40.87748872900005,29.227991195000072
2005,BAHÇELİEVLER,Diş Hekimi Mehmet Arslan,Muayenehane,Ahmet Yesevi Cad. No:31 KOCASİNAN MERKEZ/BAHÇELİEVLER,0212 551 51 62,,,,,KOCASİNAN MERKEZ,41.012851761000036,28.839093224000067
1166,BAKIRKÖY,Özel Bakırköy Rentek Diyaliz Merkezi,Diyaliz Merkezi Özel,Yeni İncirli Yolu Sk. No:3 ZUHURATBABA/BAKIRKÖY,0212 552 48 48,www.bakirkoydiyalizrentek.com,,,Yok,ZUHURATBABA,40.98290063200005,28.869206715000075
2005,BAHÇELİEVLER,Diş Hekimi Berna Gökgöz,Muayenehane,Fetih 7. Sk. No:29B ŞİRİNEVLER/BAHÇELİEVLER,0212 653 43 60,,,,,ŞİRİNEVLER,40.99466304400005,28.845751807000056
1421,KADIKÖY,Monovet Veteriner Kliniği,Veteriner,Kocayol Cad. No:2 KOZYATAĞI/KADIKÖY,0216 380 58 58,www.monovetveteriner.com,,0,Yok,KOZYATAĞI,40.96567494100003,29.101791280000043
1663,ŞİŞLİ,Diş Hekimi Vasıf Secerli,Muayenehane,İrfan Baştuğ Paşa Cad. No:2 ESENTEPE/ŞİŞLİ,0212 275 83 19,www.dentus.info,,,,ESENTEPE,41.06391713000005,29.011130389000073
2016,ESENLER,Kazım Karabekir Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,1034. Sk. No:73 KAZIM KARABEKİR/ESENLER,0212 562 89 78,,Yok,0,,KAZIM KARABEKİR,41.04663229700003,28.871971262000045
2005,BAHÇELİEVLER,Diş Hekimi Zuhal Görel Özçelik,Muayenehane,Adnan Kahveci Bulvarı No:113C BAHÇELİEVLER/BAHÇELİEVLER,0212 441 37 41,,,,,BAHÇELİEVLER,41.000078992000056,28.860797323000043
