ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
2005,BAHÇELİEVLER,Yenibosna Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Vadi Sk. No:2/4 ZAFER/BAHÇELİEVLER,0212 639 95 55,www.istanbulhalksagligi.gov.tr,Yok,0,,ZAFER,41.00263679900007,28.83539376300007
1835,PENDİK,Esenyalı Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Palamut Sk. No:70 ESENYALI/PENDİK,0216 507 22 20,,Yok,0,,ESENYALI,40.86408334300006,29.298240906000046
1835,PENDİK,Özel Hospitadent Ağız ve Diş Sağlığı Merkezi Pendik,Özel Ağız Diş Sağlığı Merkezleri,Aydınlı Yolu Cad. No:26A BAHÇELİEVLER/PENDİK,0216 491 30 30,www.hospitadent.com,,,,BAHÇELİEVLER,40.88180127700008,29.23758686700006
2050,BAŞAKŞEHİR,Başakşehir 6 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Gül Sk. No:122/1 GÜVERCİNTEPE/BAŞAKŞEHİR,0212 687 11 55,,Yok,0,,GÜVERCİNTEPE,41.080751269000075,28.751567571000066
2050,BAŞAKŞEHİR,Özel Ortoden Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Şehit Polis Gaffar Okkan Cad. No:8 BAHÇEŞEHİR 2. KISIM/BAŞAKŞEHİR,0212 669 77 47,www.bahcesehirortodent.com,,,,BAHÇEŞEHİR 2. KISIM,41.06211523700006,28.68665178400005
2050,BAŞAKŞEHİR,Özel Acıbadem Tıp Merkezi Bahçeşehir,Tıp Merkezi Özel,Kemal Sunal Cad. No:6 BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,0212 593 11 11,www.acibadem.com,Var,15,Var,BAHÇEŞEHİR 1. KISIM,41.062708962000045,28.688437726000075
2050,BAŞAKŞEHİR,Özel Ömrüm Sağlık Kabini,Sağlık Kabini Özel,Bodur Sk. No:4-6 GÜVERCİNTEPE/BAŞAKŞEHİR,0212 687 87 84,,,1,,GÜVERCİNTEPE,41.07401533800004,28.752007006000042
2050,BAŞAKŞEHİR,Bahçeşehir Veteriner Kliniği,Veteriner,Aşık Mahsuni Şerif Cad. No:8 BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,0212 608 09 21,www.bahcesehirveterinerkilinigi.com,,0,Yok,BAHÇEŞEHİR 1. KISIM,41.06490130700007,28.68768467900003
1325,EYÜPSULTAN,Özel Amethyst Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Havuzbaşı Sk. No:74 RAMİ YENİ/EYÜPSULTAN,0212 563 34 14,,,,,RAMİ YENİ,41.05407934100003,28.916132537000067
1325,EYÜPSULTAN,Özel Açıkalın Diş Protez Laboratuvarı,Diş Laboratuvarı,İslambey Cad. No:8 İSLAMBEY/EYÜPSULTAN,0212 418 11 11,,,,,İSLAMBEY,41.05074125400006,28.92896555300007
2010,GÜNGÖREN,Sancaktepe Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Atatürk Cad. No:1 MERKEZ/GÜNGÖREN,0212 634 62 18,,Yok,0,,MERKEZ,41.02309596900005,28.87693257600006
1663,ŞİŞLİ,Özel Hospitadent Ağız ve Diş Sağlığı Merkezi Mecidiyeköy,Özel Ağız Diş Sağlığı Merkezleri,Akıncı Bayırı Sk. No:8 FULYA/ŞİŞLİ,0212 274 53 53,www.hospitadent.com,,,,FULYA,41.06595932600004,28.997366252000063
1327,FATİH,İstanbul Üniversitesi-Cerrahpaşa Tıp Fakültesi Odyoloji Bölümü,Poliklinik,Koca Mustafapaşa Cad. No:55D CERRAHPAŞA/FATİH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Yok,0,,CERRAHPAŞA,41.00524748000004,28.936903805000043
1185,BEYKOZ,Özel Otağtepe Tıp Merkezi,Tıp Merkezi Özel,Otağtepe Cad. No:56 KAVACIK/BEYKOZ,0216 465 91 40,www.otagtepetipmerkezi.com,Var,,Yok,KAVACIK,41.089971598000034,29.080284402000075
1449,KARTAL,Özel İncistanbul Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Üsküdar Cad. No:44 PETROL İŞ/KARTAL,0216 473 67 09,www.incistanbul.com,,,,PETROL İŞ,40.88995359300003,29.179920081000034
1659,ŞİLE,Sahilköy Sağlık Evi,Sağlık Evi,Özgül Sk. No:3 SAHİLKÖY/ŞİLE,0216 738 42 48,,Yok,0,,SAHİLKÖY,41.20149209500005,29.413644257000044
1237,ÇATALCA,Cem Yelmen Sağlık Evi,Sağlık Evi,Şennur Sk. AYDINLAR/ÇATALCA,0212 772 00 73,,,,,AYDINLAR,41.37594983300005,28.205768095000053
2055,SULTANGAZİ,Sultangazi Devlet Hastanesi,Devlet Hastanesi,2350. Sk. UĞUR MUMCU/SULTANGAZİ,,,Var,600,Var,UĞUR MUMCU,41.10501188200004,28.872093480000046
2055,SULTANGAZİ,Özel Es Er Diş Ağız ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Gazi Mustafa Kemal Cad. No:5 SULTANÇİFTLİĞİ/SULTANGAZİ,0212 667 61 83,,Yok,0,,SULTANÇİFTLİĞİ,41.10402208100004,28.860892325000066
1622,SİLİVRİ,Silivri 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Eczacı Cevdet Kınran Sk. No:16 PİRİ MEHMET PAŞA/SİLİVRİ,0216 398 97 64,www.istanbulsaglik.gov.tr,Yok,3,Var,PİRİ MEHMET PAŞA,41.078516268000044,28.238581345000057
1622,SİLİVRİ,Kavaklı Veteriner Kliniği,Veteriner,Mevlüt Sk. No:127 KAVAKLI/SİLİVRİ,0212 744 70 12 - 0532 353 96 26,,,0,Yok,KAVAKLI,41.09095044500003,28.325905445000046
2052,ÇEKMEKÖY,Çekmeköy 3 No'lu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Şehitlik Cad. No:5 ÖMERLİ/ÇEKMEKÖY,0216 435 70 15,www.istanbulsaglik.gov.tr,Yok,3,Var,ÖMERLİ,41.078891234000025,29.32842740500007
1782,BÜYÜKÇEKMECE,Özel Mine Ağız Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Gölboyu Cad. No:5 DİZDARİYE/BÜYÜKÇEKMECE,0212 881 44 33,,,,,DİZDARİYE,41.023616728000036,28.581663052000067
1659,ŞİLE,Şile Devlet Hastanesi Ek Bina,Devlet Hastanesi,Atatürk Cad. No:24 BALİBEY/ŞİLE,0216 712 09 99,www.siledevlet.gov.tr,Yok,0,Yok,BALİBEY,41.17520976800006,29.61721859200003
1186,BEYOĞLU,Piri Paşa Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Keten Sk. No:15A PİRİPAŞA/BEYOĞLU,0212 369 75 11,,Yok,0,,PİRİPAŞA,41.04405140100005,28.95096159700006
1421,KADIKÖY,Özel Gelişim Tıp Laboratuvarı Kadıköy,Laboratuvar Özel,General Asım Gündüz Cad. No:52A OSMANAĞA/KADIKÖY,0216 418 00 88,www.gelisimtiplab.com,,,,OSMANAĞA,40.98985822900005,29.028788978000023
2051,BEYLİKDÜZÜ,Özel İstanbul Ortodonti Ağız Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Anadolu Cad. No:12 ADNAN KAHVECİ/BEYLİKDÜZÜ,0212 856 04 37,www.istanbulortodonti.com.tr,,,,ADNAN KAHVECİ,41.002965646000064,28.629539919000024
2051,BEYLİKDÜZÜ,Gürpınar Tolga Optik,Optik,Kemal Paşa Cad. No:16 GÜRPINAR/BEYLİKDÜZÜ,0212 880 85 25,,,,,GÜRPINAR,40.99525090800006,28.606740796000054
1336,GAZİOSMANPAŞA,Gaziosmanpaşa 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,922. Sk. No:20 KAZIM KARABEKİR/GAZİOSMANPAŞA,0212 570 90 45,www.istanbulsaglik.gov.tr,Yok,3,Var,KAZIM KARABEKİR,41.07726237000003,28.91270996600008
1739,ZEYTİNBURNU,Koç Üniversitesi Hastanesi,Üniversite Hastanesi,Davutpaşa Cad. No:1 MALTEPE/ZEYTİNBURNU,0850 250 82 50,www.kuh.ku.edu.tr,Var,205,Var,MALTEPE,41.024257282000065,28.916141580000044
1810,KAĞITHANE,Özel Burcu Fizik Tedavi Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Santral Cad. No:71 ORTABAYIR/KAĞITHANE,0530 525 10 10,,Yok,0,Yok,ORTABAYIR,41.07846820100008,29.00357529200005
2010,GÜNGÖREN,Güngören Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Ana Çocuk Sağlığı ve Aile Planlama Merkezi,Çinçindere Cad. No:71 GENÇOSMAN/GÜNGÖREN,0212 611 78 54,www.istanbulhalksagligi.gov.tr,Yok,0,,GENÇOSMAN,41.03165377300007,28.876776711000048
1663,ŞİŞLİ,Özel Klinik 212 Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Vali Konağı Cad. No:86 TEŞVİKİYE/ŞİŞLİ,0212 246 02 12 - 0212 246 26 36,www.klinik212.com.tr,,,,TEŞVİKİYE,41.05459899900006,28.995146000000034
2003,AVCILAR,Serhad Optik,Optik,Prof. Ahmet Taner Kışlalı Cad. No:5 MERKEZ/AVCILAR,0212 593 84 57,,,,,MERKEZ,40.97876019600005,28.722035211000048
2003,AVCILAR,Si-Ser İşitme Cihazları Satış ve Uygulama Merkezi,İşitme Cihazı Satış ve Uygulama Merkezi,Merkez Cami Sk. No:31 MERKEZ/AVCILAR,0212 590 67 70,www.siser.com.tr,,0,,MERKEZ,40.98240027400004,28.721249427000032
2049,ATAŞEHİR,SBÜ Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi Poliklinikleri,Poliklinik,Üsküdar-İçerenköy Yolu Cad. No:1/8 İÇERENKÖY/ATAŞEHİR,0216 578 30 00,www.fsmhastanesi.gov.tr,Var,,,İÇERENKÖY,40.97053787600004,29.10321799700006
1810,KAĞITHANE,Özel Örnek Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Etibank Cad. No:21/1 MEHMET AKİF ERSOY/KAĞITHANE,0212 220 71 72,www.ornektepedisekimi.com,Yok,,,MEHMET AKİF ERSOY,41.055535649000035,28.95584590900006
2049,ATAŞEHİR,Ataşehir 7 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Ortabahar Sk. No:35B BARBAROS/ATAŞEHİR,0216 470 80 33,,Yok,0,,BARBAROS,40.984812917000056,29.097972347000052
1739,ZEYTİNBURNU,Çocuk Sağlığı ve Hastalıkları Uzmanı Dr. Kıpçak Tuncel,Muayenehane,Semiha Şakir Cad. No:61 VELİEFENDİ/ZEYTİNBURNU,0212 665 74 74,,,,,VELİEFENDİ,40.99727199900008,28.903661000000056
1852,ÜMRANİYE,Ezgi Medikal,Medikal,Ordu Cad. No:9A KAZIM KARABEKİR/ÜMRANİYE,0216 632 48 78,,,,,KAZIM KARABEKİR,41.033041999000034,29.103150999000036
2005,BAHÇELİEVLER,Çocuk Sağlığı ve Hastalıkları Uzmanı Dr. Özgür Karlıklı,Muayenehane,Şehit Öğr.A.Nafız Özbağrıaçık Sk. No:10 BAHÇELİEVLER/BAHÇELİEVLER,0212 553 41 40 - 0541 440 41 42,www.bahcelievlercocuk.com,,,,BAHÇELİEVLER,41.00411251200006,28.86655636200004
2049,ATAŞEHİR,Ataşehir 1-6 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Sakarya Cad. MİMAR SİNAN/ATAŞEHİR,0216 660 12 42,www.istanbulsaglik.gov.tr,Yok,3,Var,MİMAR SİNAN,40.98511517500003,29.16308582700003
1852,ÜMRANİYE,Özel Deva Polikliniği,Poliklinik Özel,Alemdağ Cad. No:204 İSTİKLAL/ÜMRANİYE,0216 335 38 87,www.devapoliklinik.com,Yok,0,,İSTİKLAL,41.024621989000025,29.101089545000036
2048,ARNAVUTKÖY,Kaşgarlı Mahmut Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Eskikale Sk. No:9 İSLAMBEY/ARNAVUTKÖY,0212 597 77 33,,Yok,0,,İSLAMBEY,41.20140334000007,28.743823104000057
2048,ARNAVUTKÖY,Özel Interlab Laboratuvarı,Laboratuvar Özel,Hadımköy-İstanbul Cad. No:189 ÖMERLİ/ARNAVUTKÖY,0212 798 21 68,www.interlab.com.tr,,,,ÖMERLİ,41.12017831000003,28.62724320700005
2049,ATAŞEHİR,Özel Dişsel Park Ataşehir Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Atatürk Cad. No:10/1 BARBAROS/ATAŞEHİR,0216 472 36 39,www.dentalparkatasehir.com,,,,BARBAROS,40.99666730800004,29.09425531100004
2004,BAĞCILAR,Özel Safa Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,512. Sk. No:3 YILDIZTEPE/BAĞCILAR,0212 462 16 26,www.safahasttanesi.com.tr,,,,YILDIZTEPE,41.02281134900005,28.85681424300003
2050,BAŞAKŞEHİR,Diş Hekimi Uğur Çiftçi,Muayenehane,Dalgıçkuşu Cad. No:1 BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,0212 669 35 35,,,,,BAHÇEŞEHİR 1. KISIM,41.06322491900005,28.68665523900006
1421,KADIKÖY,Özel Acıbadem Hastanesi Kozyatağı,Özel Hastane,Begonya Sk. No:12 19 MAYIS/KADIKÖY,0216 571 44 44,www.acibadem.com.tr,Var,84,Var,19 MAYIS,40.97658157300003,29.092969680000067
1421,KADIKÖY,Özel Terapi İstanbul Psikiyatri Merkezi,Özel Tanı Tedavi Merkezleri,Fener Kalamış Cad. No:1 FENERBAHÇE/KADIKÖY,0216 418 02 60,www.terapiistanbul.com,,0,,FENERBAHÇE,40.97974940100005,29.041017391000025
1325,EYÜPSULTAN,Güzeltepe Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Ardıç Sk. GÜZELTEPE/EYÜPSULTAN,0212 626 54 58,,Yok,0,,GÜZELTEPE,41.078253963000066,28.95701130300006
1325,EYÜPSULTAN,Özel Şifa Kadın Doğum ve Çocuk Hastalıkları Merkezi,Kadın Hastalıkları ve Sağlığı Merkezi Özel,Pamuk Sk. No:13 YEŞİLPINAR/EYÜPSULTAN,0212 617 94 57,,,0,,YEŞİLPINAR,41.08208194400004,28.918079109000075
1325,EYÜPSULTAN,Özel Yeşilpınar Tıp Merkezi,Tıp Merkezi Özel,Girne Cad. No:78A YEŞİLPINAR/EYÜPSULTAN,0212 538 55 55,www.yesilpinartip.com,Yok,,Yok,YEŞİLPINAR,41.07699647600003,28.91677913500007
1325,EYÜPSULTAN,Özel Alibey Hospital Hastanesi,Özel Hastane,Adnan Menderes Cad. No:22 KARADOLAP/EYÜPSULTAN,0212 627 79 79,www.alibeyhospital.com,Var,31,Yok,KARADOLAP,41.07896257400006,28.927249439000036
1325,EYÜPSULTAN,Emniyettepe Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Melek Sk. No:1 EMNİYETTEPE/EYÜPSULTAN,0212 427 77 55,,Yok,0,,EMNİYETTEPE,41.072384621000026,28.950375179000048
1325,EYÜPSULTAN,Eyüpsultan 8 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Gülüm Sk. No:40 KARADOLAP/EYÜPSULTAN,0212 627 17 76,,Yok,0,,KARADOLAP,41.078299808000054,28.926923809000073
1336,GAZİOSMANPAŞA,Özel Yıldız Academia Hastanesi,Özel Hastane,Yıldıztabya Cad. No:77-79A YILDIZTABYA/GAZİOSMANPAŞA,0212 417 74 74,,Var,57,Var,YILDIZTABYA,41.06220302300005,28.92874511900004
1421,KADIKÖY,Acıbadem Veteriner Kliniği,Veteriner,Necipbey Sk. No:4 ACIBADEM/KADIKÖY,0216 325 50 20,www.vethouse.com.tr,,0,Yok,ACIBADEM,41.00387062800007,29.045256994000056
1421,KADIKÖY,Optipol Optik,Optik,Söğütlüçeşme Cad. No:26B OSMANAĞA/KADIKÖY,0216 449 15 00,,,,,OSMANAĞA,40.990833717000044,29.025679179000065
2050,BAŞAKŞEHİR,Başakşehir Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Erdem Bayazıt Cad. No:3 BAŞAKŞEHİR/BAŞAKŞEHİR,0212 485 45 25,,Yok,0,,BAŞAKŞEHİR,41.10722450000003,28.78971014900003
2050,BAŞAKŞEHİR,Başakşehir 9 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Nadide Sk. No:22 ŞAHİNTEPE/BAŞAKŞEHİR,0212 648 62 98,,Yok,0,,ŞAHİNTEPE,41.07925202000007,28.727061796000044
1327,FATİH,Sofular Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Kıztaşı Cad. No:21 İSKENDERPAŞA/FATİH,0212 621 80 54,,Yok,0,,İSKENDERPAŞA,41.016113818000065,28.950742468000044
1421,KADIKÖY,Özel Dişkent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Camtepe Sk. No:2 FENERYOLU/KADIKÖY,0216 565 55 57,www.ozeldiskent.com,,,,FENERYOLU,40.984315114000026,29.05481396700003
2004,BAĞCILAR,Özel Aile Tıp Merkezi,Tıp Merkezi Özel,Birlik Cad. No:138 B FEVZİ ÇAKMAK/BAĞCILAR,0212 550 58 07,,Var,5,Yok,FEVZİ ÇAKMAK,41.043212252000046,28.84746694900008
2004,BAĞCILAR,Özel Hayat Sağlık Kabini,Sağlık Kabini Özel,Gazi Osman Paşa Cad. No:20 HÜRRİYET/BAĞCILAR,0212 550 85 87,www.hayatevdesaglik.com,,,,HÜRRİYET,41.02805593200003,28.832403146000047
2004,BAĞCILAR,Özel Araf Tıp Merkezi,Tıp Merkezi Özel,Atatürk Cad. No:45 HÜRRİYET/BAĞCILAR,0212 515 19 19,www.arafcerrahimerkezi.com,Var,9,Yok,HÜRRİYET,41.027394584000035,28.82948403200004
2004,BAĞCILAR,Göztepe Optik,Optik,Velioğlu Cad. No:127 DEMİRKAPI/BAĞCILAR,0212 446 29 96,,,,,DEMİRKAPI,41.05299838500008,28.838348389000032
2016,ESENLER,Hekimbaşı Ahmet Necib Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,715. Sk. No:24 TUNA/ESENLER,0212 508 52 83,,Yok,0,,TUNA,41.04622007000006,28.861518576000037
2049,ATAŞEHİR,Ataşehir 2-5 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Girne Cad. No:55 ATATÜRK/ATAŞEHİR,0216 456 91 84,www.istanbulsaglik.gov.tr,Yok,3,Var,ATATÜRK,40.98734471900008,29.131000708000045
2004,BAĞCILAR,Diş Hekimi Cengiz Türk,Muayenehane,1426. Sk. No:6 EVREN/BAĞCILAR,0212 657 39 41,www.cengizturk.com,,,,15 TEMMUZ,41.04370318100007,28.819092986000044
1327,FATİH,Özel Onur Ismarlama Protez ve Ortez Uygulama Merkezi,Protez-Ortez Yapım ve Uygulama Merkezi Özel,Koca Mustafapaşa Cad. No:10 HASEKİ SULTAN/FATİH,0212 586 16 37 - 0212 585 16 36,,,,,HASEKİ SULTAN,41.00770261400004,28.94345261600006
1852,ÜMRANİYE,Doğa Hayvan Evi,Veteriner,Yeşil Sk. No:19 ATATÜRK/ÜMRANİYE,0216 329 82 60,www.dogahayvanevi.com,,0,Yok,ATATÜRK,41.02498399500007,29.09430294200007
1166,BAKIRKÖY,Özel Sağlam Diş Protez Laboratuvarı,Diş Laboratuvarı,Huban Sk. No:3 CEVİZLİK/BAKIRKÖY,0212 542 02 60,,,,,CEVİZLİK,40.97893820400003,28.877503817000047
2005,BAHÇELİEVLER,Özel Ataköy Hastanesi,Özel Hastane,Hürriyet Cad. No:1 HÜRRİYET/BAHÇELİEVLER,0212 653 93 00,www.atakoyhastanesi.com.tr,Var,40,Var,HÜRRİYET,40.99235839700003,28.840620699000056
2004,BAĞCILAR,Özel Avrupa Göz Merkezi Bağcılar ,Göz Merkezi Özel,1000. Sk. No:29 A YAVUZ SELİM/BAĞCILAR,0850 520 00 00,www.avrupagoz.com.tr,,0,,YAVUZ SELİM,41.037325397000075,28.852323555000055
1739,ZEYTİNBURNU,Sümer Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şehit Piyade Er Yaşar Yeşilkır Sk. No:8 SÜMER/ZEYTİNBURNU,0212 558 10 19,,Yok,0,,SÜMER,40.98582873000004,28.896336175000044
2014,SULTANBEYLİ,J.Ü.TĞMN. Rahim Çelik Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Abbas Medeni Sk. No:38 AHMET YESEVİ/SULTANBEYLİ,0216 592 53 54,,Yok,0,,AHMET YESEVİ,40.975672135000025,29.265315961000056
2054,SANCAKTEPE,Özel Turkuaz Ağız ve Diş Sağlığı Polikliniği Sancaktepe,Özel Ağız Diş Sağlığı Merkezleri,Songül Sk. No:13 MECLİS/SANCAKTEPE,0216 648 22 80,www.turkuaz.life,,,,MECLİS,41.00914325400004,29.208527399000047
2012,MALTEPE,Boncuk Veteriner Kliniği,Veteriner,Gümüş Sk. No:2 BAĞLARBAŞI/MALTEPE,0212 352 58 09,www.boncukvet.com,,0,Yok,BAĞLARBAŞI,40.92604938800008,29.13797173300003
2012,MALTEPE,Maltepe 20 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Solmaz Sk. No:1 ZÜMRÜTEVLER/MALTEPE,0216 427 00 20,,Yok,0,,ZÜMRÜTEVLER,40.94301477700003,29.154372085000034
2012,MALTEPE,A-Dora Huzurevi Dragos,Huzurevi,Sahil Yolu Cad. No:32 YALI/MALTEPE,0216 442 24 89 - 90,www.adorahuzurevi.com,,,Yok,YALI,40.90929671400005,29.13929003000004
2055,SULTANGAZİ,Özel Avrupa Tıp Merkezi,Tıp Merkezi Özel,1619. Sk. No:2 YUNUS EMRE/SULTANGAZİ,0212 545 53 53,www.avrupatip.com,Var,,Yok,YUNUS EMRE,41.09274798100006,28.895500560000073
1421,KADIKÖY,Göztepe Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,Dr. Erkin Cad. No:28-30 MERDİVENKÖY/KADIKÖY,0216 565 91 91,www.goztepeagizdis.gov.tr,Yok,50,,MERDİVENKÖY,40.98704179500004,29.060418276000064
1421,KADIKÖY,Kadıköy 1 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Marmara Cad. No:28 KOZYATAĞI/KADIKÖY,0216 373 52 76,,Yok,0,,KOZYATAĞI,40.967333145000055,29.09192290900006
1421,KADIKÖY,Kadıköy 3 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Kaptan Arif Sk. No:70 19 MAYIS/KADIKÖY,0216 410 60 06 - 0216 372 48 72,,Yok,0,,19 MAYIS,40.96921685500007,29.083476311000027
1421,KADIKÖY,İstanbul Medeniyet Üniversitesi Göztepe Eğitim ve Araştırma Hastanesi,Eğitim Araştırma Hastanesi,Fahrettin Kerim Gökay Cad. No:161/3 EĞİTİM/KADIKÖY,0216 566 40 00,www.sbgoztepehastanesi.gov.tr,Var,660,Var,EĞİTİM,40.98567899000005,29.056038314000034
2048,ARNAVUTKÖY,Yeniköy Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hilim Sk. No:4 YENİKÖY/ARNAVUTKÖY,0212 768 06 07,,Yok,0,,,41.31926305600007,28.721169356000075
1237,ÇATALCA,Musemma Çok Ay Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,İzzetbaba Cad. No:5 İZZETTİN/ÇATALCA,,,Yok,0,,İZZETTİN,41.17723966300008,28.503894419000062
1622,SİLİVRİ,Selimpaşa Huzurevi,Huzurevi,3062. Sk. No:15 SELİMPAŞA/SİLİVRİ,0212 731 57 11,,,,Yok,SELİMPAŞA,41.054305757000066,28.358339616000023
2049,ATAŞEHİR,Özel Dentistanbul Ataşehir Academy,Özel Ağız Diş Sağlığı Merkezleri,Vedat Günyol Cad. No:13 KÜÇÜKBAKKALKÖY/ATAŞEHİR,444 70 20,www.dentistanbul.com.tr,,,,KÜÇÜKBAKKALKÖY,40.98069795300006,29.104385233000073
2014,SULTANBEYLİ,Akşemsettin Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Petrol Yolu Cad. No:483 AKŞEMSETTİN/SULTANBEYLİ,0216 487 61 64,,Yok,0,,AKŞEMSETTİN,40.946630353000046,29.30224602100003
1852,ÜMRANİYE,Türk Kızılayı Ümraniye Şubesi,Kızılay,Halit Bey Sk. ATATÜRK/ÜMRANİYE,0216 443 45 00,www.kizilay.org.tr,,,Yok,ATATÜRK,41.026142598000035,29.087559777000024
1622,SİLİVRİ,Özel Silivri Medical Park Hastanesi,Özel Hastane,Mimar Sinan Cad. No:72 MİMAR SİNAN/SİLİVRİ,0212 728 35 50,www.medicalpark.com.tr,Var,120,Var,MİMAR SİNAN,41.08247183800006,28.224532165000028
1237,ÇATALCA,Çakıl Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Mustafa Kemal Atatürk Cad. No:29 ÇAKIL/ÇATALCA,0212 776 44 49,,Yok,0,,ÇAKIL,41.122008374000075,28.450956294000036
1183,BEŞİKTAŞ,Özel Fizikom Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,Petrol Sitesi Yolu No:2 NİSBETİYE/BEŞİKTAŞ,0212 283 93 34 - 35,www.fizikom.com.tr,Yok,0,Yok,NİSBETİYE,41.076416807000044,29.021594022000045
1336,GAZİOSMANPAŞA,Nehir Optik,Optik,Mimar Sinan Cad. No:1A BARBAROS HAYRETTİN PAŞA/GAZİOSMANPAŞA,0212 538 77 85,,,,,BARBAROS HAYRETTİN PAŞA,41.07759865300005,28.88936375000003
1336,GAZİOSMANPAŞA,Çolak Optik,Optik,Ordu Cad. No:78 SARIGÖL/GAZİOSMANPAŞA,0212 663 28 69,,,,,SARIGÖL,41.05788004600004,28.918273056000032
1336,GAZİOSMANPAŞA,Gaziosmanpaşa 11 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şehit Gökhan Dokur Sk. No:19-21A ŞEMSİPAŞA/GAZİOSMANPAŞA,0212 614 22 55,,Yok,0,,ŞEMSİPAŞA,41.06481738600007,28.90506319600007
1852,ÜMRANİYE,Özel Çamlıca Hisar Hastenesi ,Özel Hastane,Cengiz Topel Cad. No:90 NAMIK KEMAL/ÜMRANİYE,0216 481 99 55,www.surhastanesi.com,Var,19,Var,NAMIK KEMAL,41.016799210000045,29.09445206500004
1604,SARIYER,Özel Sarıyer Tıp Merkezi,Tıp Merkezi Özel,Sarıyer Deresi Sk. No:4 MERKEZ/SARIYER,0212 242 25 50,www.sariyertipmerkezi.com,Var,,Yok,SARIYER MERKEZ,41.16882437000004,29.05710855700005
1421,KADIKÖY,Mosita Veteriner Kliniği,Veteriner,Gülizar Sk. No:13 FENERBAHÇE/KADIKÖY,0216 336 12 30,,,0,Yok,FENERBAHÇE,40.97223660100008,29.041678554000043
1183,BEŞİKTAŞ,Özel Digidenta Dental Görüntüleme Merkezi,Görüntüleme Merkezi Özel,Nisbetiye Cad. No:40 NİSBETİYE/BEŞİKTAŞ,0212 269 49 10,,,,,NİSBETİYE,41.07591905600003,29.01996814100005
